transaction_id,account_id,timestamp,amount,counterparty_name,transaction_type
TXN-A7C524B21A,ACCT-1059,2026-06-03T03:32:36,817.24,Everett Consulting Group,cash_deposit
TXN-4873B29713,ACCT-1039,2026-06-03T03:39:08,512.21,Union Hardware,wire_transfer
TXN-65BBA3CCF3,ACCT-1023,2026-06-03T03:42:56,1188.81,Silver Creek Farms,cash_withdrawal
TXN-F8635A7C62,ACCT-1052,2026-06-03T03:43:17,1317.74,Northgate Pharmacy,card_payment
TXN-1B45FDAFDB,ACCT-1018,2026-06-03T03:54:08,721.66,Cedar Point Electronics,ach_transfer
TXN-39C013F677,ACCT-1036,2026-06-03T04:25:19,1038.27,Union Hardware,cash_withdrawal
TXN-12418AE469,ACCT-1019,2026-06-03T04:28:49,342.74,Ironclad Security LLC,card_payment
TXN-F8B7EC34C0,ACCT-1012,2026-06-03T04:49:56,99.37,Ironclad Security LLC,ach_transfer
TXN-2D2B92444F,ACCT-1028,2026-06-03T04:52:19,144.67,Ironclad Security LLC,card_payment
TXN-BC3A8C21F0,ACCT-1012,2026-06-03T05:03:50,2296.48,Silver Creek Farms,card_payment
TXN-7E43AF383F,ACCT-1031,2026-06-03T05:28:55,1179.3,Union Hardware,cash_withdrawal
TXN-211AB20D83,ACCT-1029,2026-06-03T05:34:18,534.04,Cedar Point Electronics,cash_withdrawal
TXN-E69A67F981,ACCT-1042,2026-06-03T05:36:27,799.87,Palmdale Auto Parts,card_payment
TXN-CCC9B1C021,ACCT-1047,2026-06-03T05:39:05,1107.84,Union Hardware,cash_deposit
TXN-CA06C557C8,ACCT-1039,2026-06-03T05:40:19,420.37,Riverside Grocers,card_payment
TXN-C2A806D6B1,ACCT-1007,2026-06-03T05:43:09,730.6,Northgate Pharmacy,ach_transfer
TXN-5CA3A6C78A,ACCT-1001,2026-06-03T05:51:20,1126.16,Acme Retail Corp,ach_transfer
TXN-E8C17F46CA,ACCT-1017,2026-06-03T05:54:08,416.25,Everett Consulting Group,ach_transfer
TXN-E6F0BAF92A,ACCT-1005,2026-06-03T06:07:58,543.74,Riverside Grocers,ach_transfer
TXN-DE5DF57E3F,ACCT-1010,2026-06-03T06:26:29,186.74,Blue Harbor Supplies,cash_withdrawal
TXN-9C8D7F0436,ACCT-1014,2026-06-03T06:29:53,1192.55,Lakeside Medical Supply,card_payment
TXN-18C774A0AC,ACCT-1046,2026-06-03T06:31:12,597.82,Greenfield Logistics,ach_transfer
TXN-19A765BA91,ACCT-1027,2026-06-03T06:32:29,980.28,Palmdale Auto Parts,cash_withdrawal
TXN-56303DDC48,ACCT-1033,2026-06-03T07:05:27,500.79,Metro Utilities Co,cash_withdrawal
TXN-B344D5F0CD,ACCT-1008,2026-06-03T07:09:51,526.14,Falcon Freight Inc,card_payment
TXN-293CFC1B53,ACCT-1052,2026-06-03T07:10:57,2630.69,Bright Path Insurance,ach_transfer
TXN-7B8064BE92,ACCT-1050,2026-06-03T07:14:52,618.42,Harbor View Realty,card_payment
TXN-C0E00C1876,ACCT-1046,2026-06-03T07:20:45,395.41,Crestwood Dental Group,cash_deposit
TXN-AE492C5191,ACCT-1041,2026-06-03T07:22:48,421.46,Falcon Freight Inc,card_payment
TXN-839B84E987,ACCT-1006,2026-06-03T07:26:29,410.85,Everett Consulting Group,card_payment
TXN-359E80A9B9,ACCT-1015,2026-06-03T07:30:41,776.0,Blue Harbor Supplies,ach_transfer
TXN-8858D5E46A,ACCT-1034,2026-06-03T07:44:35,1064.66,Falcon Freight Inc,ach_transfer
TXN-69A660B63A,ACCT-1044,2026-06-03T08:13:03,624.04,Harbor View Realty,cash_deposit
TXN-526D11AF73,ACCT-1021,2026-06-03T08:26:50,931.1,Acme Retail Corp,ach_transfer
TXN-AFC1EB25E0,ACCT-1016,2026-06-03T09:02:59,864.45,Maple Street Cafe,cash_deposit
TXN-CF04407616,ACCT-1053,2026-06-03T09:20:04,1370.71,Crestwood Dental Group,card_payment
TXN-32DAC1B005,ACCT-1043,2026-06-03T09:33:07,460.72,Blue Harbor Supplies,card_payment
TXN-878375823B,ACCT-1012,2026-06-03T09:46:05,232.55,Willow Bend Textiles,card_payment
TXN-22555D6A33,ACCT-1006,2026-06-03T09:55:32,170.99,Silver Creek Farms,cash_deposit
TXN-9CC54AF2D6,ACCT-1032,2026-06-03T10:08:47,392.72,Metro Utilities Co,ach_transfer
TXN-B4AB40B409,ACCT-1042,2026-06-03T10:27:00,488.67,Silver Creek Farms,card_payment
TXN-769516113A,ACCT-1042,2026-06-03T10:33:01,301.79,Lakeside Medical Supply,card_payment
TXN-134BCD5FD1,ACCT-1044,2026-06-03T10:34:03,1034.68,Acme Retail Corp,cash_withdrawal
TXN-E0CB57063E,ACCT-1024,2026-06-03T10:37:26,165.48,Blue Harbor Supplies,card_payment
TXN-0EE39DBC17,ACCT-1015,2026-06-03T11:06:15,401.95,Cedar Point Electronics,ach_transfer
TXN-523573EA5C,ACCT-1057,2026-06-03T11:09:24,511.65,Blue Harbor Supplies,wire_transfer
TXN-E87DC4B849,ACCT-1014,2026-06-03T11:13:48,1608.21,Falcon Freight Inc,card_payment
TXN-25DCB130FF,ACCT-1016,2026-06-03T11:24:55,771.01,Greenfield Logistics,cash_deposit
TXN-8A08530ED2,ACCT-1058,2026-06-03T11:46:56,1120.49,Blue Harbor Supplies,card_payment
TXN-2B8BC6D2E6,ACCT-1048,2026-06-03T12:06:36,860.44,Sunrise Bakery,card_payment
TXN-C8838C02B2,ACCT-1028,2026-06-03T12:12:48,296.08,Falcon Freight Inc,card_payment
TXN-8A69318C30,ACCT-1013,2026-06-03T12:13:01,325.5,Bright Path Insurance,card_payment
TXN-D5C8F2F009,ACCT-1025,2026-06-03T12:29:39,403.56,Metro Utilities Co,cash_withdrawal
TXN-8D3B8AB73C,ACCT-1057,2026-06-03T12:40:31,148.82,Falcon Freight Inc,ach_transfer
TXN-70F8F6E0C8,ACCT-1058,2026-06-03T12:41:53,1220.45,Falcon Freight Inc,cash_withdrawal
TXN-3F6ECE1CA9,ACCT-1000,2026-06-03T12:48:40,612.63,Greenfield Logistics,card_payment
TXN-BD0BF2BAFC,ACCT-1029,2026-06-03T12:54:10,1122.89,Blue Harbor Supplies,card_payment
TXN-83D07EF49F,ACCT-1026,2026-06-03T13:14:38,701.06,Sunrise Bakery,card_payment
TXN-7ED1C58FD6,ACCT-1036,2026-06-03T13:24:36,1204.99,Northgate Pharmacy,ach_transfer
TXN-78F9CFB4C4,ACCT-1037,2026-06-03T13:24:38,924.86,Cedar Point Electronics,wire_transfer
TXN-EBAD014BC3,ACCT-1013,2026-06-03T13:28:28,1108.53,Metro Utilities Co,wire_transfer
TXN-C24238A259,ACCT-1032,2026-06-03T13:43:27,212.4,Willow Bend Textiles,cash_withdrawal
TXN-4A4F99781F,ACCT-1037,2026-06-03T13:52:03,658.88,Maple Street Cafe,card_payment
TXN-295977B5F8,ACCT-1041,2026-06-03T13:53:00,808.68,Union Hardware,card_payment
TXN-65308F419A,ACCT-1045,2026-06-03T13:58:09,764.3,Bright Path Insurance,ach_transfer
TXN-7683B2A5B7,ACCT-1048,2026-06-03T14:04:33,566.8,Crestwood Dental Group,ach_transfer
TXN-174213CA3A,ACCT-1023,2026-06-03T14:05:33,755.27,Silver Creek Farms,wire_transfer
TXN-56E2C63358,ACCT-1016,2026-06-03T14:21:45,474.21,Crestwood Dental Group,card_payment
TXN-17FDF7BF9A,ACCT-1051,2026-06-03T14:36:11,104.03,Harbor View Realty,cash_deposit
TXN-FFF8D54B58,ACCT-1047,2026-06-03T14:55:08,920.5,Metro Utilities Co,card_payment
TXN-153F5CE184,ACCT-1022,2026-06-03T15:00:32,537.09,Northgate Pharmacy,cash_deposit
TXN-5B6185BBC9,ACCT-1013,2026-06-03T15:03:31,237.66,Palmdale Auto Parts,cash_deposit
TXN-F22EACFF7F,ACCT-1054,2026-06-03T15:13:48,855.95,Harbor View Realty,card_payment
TXN-EBB282697B,ACCT-1015,2026-06-03T15:24:11,457.89,Willow Bend Textiles,ach_transfer
TXN-5A5FCC36DF,ACCT-1012,2026-06-03T15:38:33,148.54,Acme Retail Corp,wire_transfer
TXN-08A53A15E0,ACCT-1028,2026-06-03T15:56:47,360.94,Silver Creek Farms,cash_deposit
TXN-AECED40413,ACCT-1022,2026-06-03T16:12:18,2242.96,Ironclad Security LLC,cash_withdrawal
TXN-F675CAEB5F,ACCT-1046,2026-06-03T16:33:53,1566.52,Union Hardware,card_payment
TXN-5010E14D3C,ACCT-1015,2026-06-03T16:40:14,419.91,Crestwood Dental Group,ach_transfer
TXN-27B09928C2,ACCT-1012,2026-06-03T16:50:26,1277.48,Cedar Point Electronics,card_payment
TXN-E2165515AA,ACCT-1007,2026-06-03T17:29:50,326.79,Falcon Freight Inc,card_payment
TXN-6FA53CDDC8,ACCT-1017,2026-06-03T17:36:14,2496.62,Acme Retail Corp,cash_deposit
TXN-AE6D690156,ACCT-1028,2026-06-03T17:39:26,965.71,Falcon Freight Inc,ach_transfer
TXN-D5A79C06C5,ACCT-1029,2026-06-03T17:56:50,332.73,Bright Path Insurance,wire_transfer
TXN-32A52BD9F1,ACCT-1021,2026-06-03T18:23:18,1877.03,Harbor View Realty,card_payment
TXN-1D4415B549,ACCT-1004,2026-06-03T18:28:11,942.29,Harbor View Realty,ach_transfer
TXN-57D9CAB427,ACCT-1002,2026-06-03T18:40:34,565.37,Greenfield Logistics,ach_transfer
TXN-760F6534AA,ACCT-1015,2026-06-03T19:05:56,104.03,Northgate Pharmacy,card_payment
TXN-28C5A81BB2,ACCT-1031,2026-06-03T19:11:26,1173.02,Acme Retail Corp,wire_transfer
TXN-CD5B98B095,ACCT-1033,2026-06-03T19:16:39,782.35,Greenfield Logistics,cash_withdrawal
TXN-6DE51001A5,ACCT-1045,2026-06-03T19:33:19,1479.49,Maple Street Cafe,cash_deposit
TXN-A3C64360A9,ACCT-1046,2026-06-03T19:38:54,1484.29,Greenfield Logistics,card_payment
TXN-15A07D8970,ACCT-1013,2026-06-03T20:25:54,152.8,Maple Street Cafe,ach_transfer
TXN-AFC2E40590,ACCT-1021,2026-06-03T20:28:42,143.09,Ironclad Security LLC,cash_deposit
TXN-50B523095D,ACCT-1051,2026-06-03T20:41:43,181.05,Maple Street Cafe,cash_withdrawal
TXN-3353DEF5A7,ACCT-1010,2026-06-03T20:44:58,1548.5,Northgate Pharmacy,ach_transfer
TXN-ACB1081A4B,ACCT-1035,2026-06-03T20:49:35,480.03,Maple Street Cafe,cash_deposit
TXN-F16E19AA98,ACCT-1038,2026-06-03T21:08:09,434.15,Harbor View Realty,ach_transfer
TXN-35165E300E,ACCT-1034,2026-06-03T21:08:44,593.44,Blue Harbor Supplies,wire_transfer
TXN-EA33360C57,ACCT-1011,2026-06-03T21:15:40,281.04,Willow Bend Textiles,card_payment
TXN-21A9CD9F4E,ACCT-1034,2026-06-03T21:33:34,636.05,Silver Creek Farms,ach_transfer
TXN-988EE423AA,ACCT-1021,2026-06-03T21:52:13,2749.99,Cedar Point Electronics,cash_deposit
TXN-B88F3855BF,ACCT-1009,2026-06-03T21:58:28,2740.13,Silver Creek Farms,card_payment
TXN-8FCE80F4D3,ACCT-1058,2026-06-03T22:06:04,460.45,Acme Retail Corp,ach_transfer
TXN-E6B84242DA,ACCT-1002,2026-06-03T22:36:30,495.39,Metro Utilities Co,ach_transfer
TXN-09DC71C3A6,ACCT-1045,2026-06-03T22:37:30,1087.19,Blue Harbor Supplies,cash_withdrawal
TXN-44355295C1,ACCT-1036,2026-06-03T23:19:28,284.88,Riverside Grocers,card_payment
TXN-663111A792,ACCT-1054,2026-06-03T23:24:41,370.8,Metro Utilities Co,wire_transfer
TXN-8C84D4A8E2,ACCT-1055,2026-06-03T23:51:39,925.94,Crestwood Dental Group,ach_transfer
TXN-BCA33186A5,ACCT-1012,2026-06-04T00:12:17,1451.8,Silver Creek Farms,cash_deposit
TXN-3CCECA303F,ACCT-1003,2026-06-04T00:19:23,190.88,Metro Utilities Co,cash_deposit
TXN-927CADBBA7,ACCT-1034,2026-06-04T00:43:40,609.54,Falcon Freight Inc,card_payment
TXN-0F17E5D0AB,ACCT-1025,2026-06-04T01:28:30,759.97,Union Hardware,cash_deposit
TXN-8414B57B29,ACCT-1052,2026-06-04T01:43:59,833.53,Cedar Point Electronics,ach_transfer
TXN-B7E01ADFE9,ACCT-1052,2026-06-04T01:47:16,602.83,Northgate Pharmacy,ach_transfer
TXN-288D22C583,ACCT-1007,2026-06-04T02:17:45,421.29,Falcon Freight Inc,cash_withdrawal
TXN-302F4D2100,ACCT-1027,2026-06-04T02:41:01,204.36,Everett Consulting Group,card_payment
TXN-FD6231EAD8,ACCT-1028,2026-06-04T02:42:31,676.19,Palmdale Auto Parts,ach_transfer
TXN-85649D1D3E,ACCT-1059,2026-06-04T02:51:10,368.1,Maple Street Cafe,card_payment
TXN-53C9D80E9D,ACCT-1024,2026-06-04T02:51:12,591.65,Blue Harbor Supplies,wire_transfer
TXN-6FF989E1C7,ACCT-1048,2026-06-04T02:56:56,392.92,Willow Bend Textiles,cash_withdrawal
TXN-3047DFD6BD,ACCT-1036,2026-06-04T03:05:18,602.87,Harbor View Realty,wire_transfer
TXN-1ECE807B60,ACCT-1019,2026-06-04T03:17:43,332.13,Silver Creek Farms,ach_transfer
TXN-F153A611B6,ACCT-1036,2026-06-04T03:35:24,526.4,Ironclad Security LLC,cash_withdrawal
TXN-476BE1ACF4,ACCT-1059,2026-06-04T04:36:17,210.63,Northgate Pharmacy,card_payment
TXN-82F420DE40,ACCT-1038,2026-06-04T04:39:48,315.11,Falcon Freight Inc,card_payment
TXN-28C471535B,ACCT-1032,2026-06-04T05:01:16,285.22,Harbor View Realty,ach_transfer
TXN-46DC39C263,ACCT-1003,2026-06-04T05:13:22,346.77,Greenfield Logistics,wire_transfer
TXN-4ABA35E0D9,ACCT-1036,2026-06-04T05:16:22,1916.66,Harbor View Realty,cash_deposit
TXN-39E71987C9,ACCT-1035,2026-06-04T05:28:38,205.52,Willow Bend Textiles,ach_transfer
TXN-19657F2A61,ACCT-1057,2026-06-04T05:49:36,750.14,Union Hardware,card_payment
TXN-F845E0B6BC,ACCT-1002,2026-06-04T05:50:56,964.17,Sunrise Bakery,card_payment
TXN-2760A4E8E5,ACCT-1000,2026-06-04T05:52:03,338.84,Lakeside Medical Supply,ach_transfer
TXN-49DECEDBB9,ACCT-1002,2026-06-04T06:04:10,776.78,Riverside Grocers,cash_deposit
TXN-FDC6214C69,ACCT-1040,2026-06-04T06:09:50,2456.15,Sunrise Bakery,card_payment
TXN-971082838F,ACCT-1059,2026-06-04T06:35:23,474.63,Metro Utilities Co,cash_deposit
TXN-3F9BF62A95,ACCT-1018,2026-06-04T06:40:04,292.06,Willow Bend Textiles,ach_transfer
TXN-2C08DFB911,ACCT-1054,2026-06-04T06:51:08,729.75,Silver Creek Farms,ach_transfer
TXN-81AA8DE11D,ACCT-1024,2026-06-04T07:04:17,849.2,Cedar Point Electronics,ach_transfer
TXN-6D4A15A7E0,ACCT-1030,2026-06-04T08:09:09,605.03,Greenfield Logistics,wire_transfer
TXN-236DF90798,ACCT-1016,2026-06-04T08:09:53,297.82,Bright Path Insurance,wire_transfer
TXN-78C78B2E37,ACCT-1009,2026-06-04T08:27:34,1605.41,Maple Street Cafe,card_payment
TXN-C0ACB6BBDB,ACCT-1003,2026-06-04T08:37:34,243.99,Metro Utilities Co,cash_withdrawal
TXN-59C4B1B133,ACCT-1053,2026-06-04T08:45:20,1045.95,Silver Creek Farms,ach_transfer
TXN-55DB90CB5E,ACCT-1055,2026-06-04T08:55:16,215.66,Ironclad Security LLC,wire_transfer
TXN-7420585E4E,ACCT-1034,2026-06-04T09:08:56,374.18,Willow Bend Textiles,cash_deposit
TXN-EDB173DD2A,ACCT-1026,2026-06-04T09:10:49,608.9,Union Hardware,cash_deposit
TXN-E8AC254084,ACCT-1003,2026-06-04T09:12:13,654.25,Palmdale Auto Parts,ach_transfer
TXN-76DC012DE0,ACCT-1036,2026-06-04T09:16:50,723.35,Sunrise Bakery,wire_transfer
TXN-05CCDC378B,ACCT-1007,2026-06-04T09:24:24,455.01,Lakeside Medical Supply,card_payment
TXN-5F644B6B5C,ACCT-1030,2026-06-04T09:57:28,644.06,Riverside Grocers,card_payment
TXN-331FB76DA6,ACCT-1059,2026-06-04T10:00:15,581.21,Union Hardware,cash_withdrawal
TXN-02AEFF2545,ACCT-1029,2026-06-04T10:07:37,2135.39,Greenfield Logistics,cash_withdrawal
TXN-7CDBD2D984,ACCT-1008,2026-06-04T10:29:58,1509.56,Lakeside Medical Supply,ach_transfer
TXN-7E77D7B090,ACCT-1002,2026-06-04T10:36:57,327.25,Everett Consulting Group,card_payment
TXN-FCB04B85D0,ACCT-1050,2026-06-04T10:57:23,939.12,Union Hardware,ach_transfer
TXN-278D88E8AD,ACCT-1035,2026-06-04T11:13:15,276.8,Willow Bend Textiles,cash_deposit
TXN-3F346CCBAA,ACCT-1021,2026-06-04T11:28:18,1638.23,Acme Retail Corp,cash_deposit
TXN-AC7413CD81,ACCT-1046,2026-06-04T11:34:15,494.3,Ironclad Security LLC,card_payment
TXN-51AD000FCF,ACCT-1007,2026-06-04T11:35:01,842.4,Metro Utilities Co,wire_transfer
TXN-A47D816315,ACCT-1049,2026-06-04T11:47:28,392.62,Palmdale Auto Parts,cash_withdrawal
TXN-26295F8EC2,ACCT-1059,2026-06-04T11:53:48,274.32,Falcon Freight Inc,cash_withdrawal
TXN-F1C03D05EB,ACCT-1010,2026-06-04T12:17:50,329.86,Cedar Point Electronics,wire_transfer
TXN-2FDD0E95CB,ACCT-1051,2026-06-04T12:33:44,306.62,Metro Utilities Co,card_payment
TXN-89CBECF401,ACCT-1040,2026-06-04T12:33:55,523.02,Bright Path Insurance,card_payment
TXN-2F83C1E7E2,ACCT-1030,2026-06-04T12:50:05,331.94,Maple Street Cafe,card_payment
TXN-33623FA802,ACCT-1006,2026-06-04T12:50:43,388.02,Greenfield Logistics,cash_deposit
TXN-3F3BA82BA9,ACCT-1023,2026-06-04T12:50:54,58.55,Crestwood Dental Group,wire_transfer
TXN-B25EB7BC66,ACCT-1014,2026-06-04T13:01:24,1028.3,Falcon Freight Inc,card_payment
TXN-A9536FDE55,ACCT-1048,2026-06-04T13:25:21,596.87,Palmdale Auto Parts,wire_transfer
TXN-FA16CBD3C2,ACCT-1019,2026-06-04T13:30:07,447.18,Harbor View Realty,cash_deposit
TXN-A33BD4FF9C,ACCT-1049,2026-06-04T13:47:22,573.97,Riverside Grocers,ach_transfer
TXN-14477976E2,ACCT-1031,2026-06-04T13:47:24,427.43,Sunrise Bakery,wire_transfer
TXN-828CBBAF39,ACCT-1046,2026-06-04T13:50:23,1172.47,Cedar Point Electronics,card_payment
TXN-A281E10DF7,ACCT-1050,2026-06-04T13:50:37,193.57,Falcon Freight Inc,ach_transfer
TXN-BDE5D1E563,ACCT-1037,2026-06-04T14:18:26,931.88,Metro Utilities Co,card_payment
TXN-F3481F06E8,ACCT-1018,2026-06-04T14:39:49,89.73,Maple Street Cafe,cash_withdrawal
TXN-E8C69847BB,ACCT-1032,2026-06-04T14:42:46,468.6,Silver Creek Farms,card_payment
TXN-FF0584336F,ACCT-1058,2026-06-04T14:58:58,1158.38,Everett Consulting Group,ach_transfer
TXN-C73AED2655,ACCT-1051,2026-06-04T15:09:41,1040.17,Blue Harbor Supplies,ach_transfer
TXN-36DE665114,ACCT-1000,2026-06-04T15:26:16,617.66,Union Hardware,cash_deposit
TXN-F5FBE27B66,ACCT-1035,2026-06-04T15:28:51,140.85,Greenfield Logistics,wire_transfer
TXN-D7D305AF52,ACCT-1051,2026-06-04T15:31:58,603.22,Crestwood Dental Group,cash_withdrawal
TXN-C29A52F2A3,ACCT-1007,2026-06-04T15:36:29,265.42,Union Hardware,ach_transfer
TXN-9A2E94A3DE,ACCT-1025,2026-06-04T15:53:44,806.5,Ironclad Security LLC,cash_deposit
TXN-0DFB36600E,ACCT-1009,2026-06-04T15:57:52,316.16,Cedar Point Electronics,wire_transfer
TXN-4B1E8E9F50,ACCT-1051,2026-06-04T16:14:35,1419.51,Bright Path Insurance,ach_transfer
TXN-F7C793844E,ACCT-1026,2026-06-04T16:16:09,995.47,Palmdale Auto Parts,cash_deposit
TXN-E591C70DEB,ACCT-1058,2026-06-04T16:20:12,107.38,Falcon Freight Inc,card_payment
TXN-ACAED4ACDE,ACCT-1022,2026-06-04T16:30:47,776.02,Blue Harbor Supplies,ach_transfer
TXN-7A355F1D9B,ACCT-1021,2026-06-04T17:05:02,846.79,Willow Bend Textiles,wire_transfer
TXN-82C4786F29,ACCT-1017,2026-06-04T17:17:54,437.63,Sunrise Bakery,wire_transfer
TXN-A21509E83F,ACCT-1031,2026-06-04T17:29:57,566.39,Bright Path Insurance,ach_transfer
TXN-FCEC7A6D73,ACCT-1054,2026-06-04T17:34:05,390.2,Cedar Point Electronics,ach_transfer
TXN-A1C7D7028C,ACCT-1019,2026-06-04T17:35:39,681.68,Palmdale Auto Parts,wire_transfer
TXN-3C68D82E06,ACCT-1052,2026-06-04T17:43:42,1624.75,Falcon Freight Inc,card_payment
TXN-B66DDABA58,ACCT-1032,2026-06-04T17:44:03,2426.67,Silver Creek Farms,ach_transfer
TXN-0C52595963,ACCT-1007,2026-06-04T17:45:54,598.87,Blue Harbor Supplies,ach_transfer
TXN-877E81135F,ACCT-1005,2026-06-04T17:47:25,566.11,Palmdale Auto Parts,ach_transfer
TXN-0ECF87711D,ACCT-1039,2026-06-04T17:57:48,252.34,Union Hardware,wire_transfer
TXN-FD6C76690B,ACCT-1013,2026-06-04T18:22:03,835.29,Lakeside Medical Supply,card_payment
TXN-66B199FCD6,ACCT-1054,2026-06-04T18:31:57,476.38,Falcon Freight Inc,wire_transfer
TXN-EA9335B500,ACCT-1052,2026-06-04T18:44:15,146.19,Greenfield Logistics,card_payment
TXN-52582DCA79,ACCT-1030,2026-06-04T18:44:52,489.79,Sunrise Bakery,card_payment
TXN-B0EFFF40B5,ACCT-1020,2026-06-04T18:45:01,899.29,Crestwood Dental Group,ach_transfer
TXN-3F792D27ED,ACCT-1013,2026-06-04T19:01:15,958.16,Acme Retail Corp,cash_withdrawal
TXN-A34CB2579C,ACCT-1009,2026-06-04T19:04:06,1850.8,Harbor View Realty,wire_transfer
TXN-B2C23E6506,ACCT-1024,2026-06-04T19:29:26,319.28,Metro Utilities Co,wire_transfer
TXN-D394F2CC46,ACCT-1041,2026-06-04T19:33:48,298.67,Ironclad Security LLC,wire_transfer
TXN-75784F7A65,ACCT-1018,2026-06-04T20:01:22,658.51,Cedar Point Electronics,card_payment
TXN-7CF20C2422,ACCT-1048,2026-06-04T20:01:48,727.77,Sunrise Bakery,cash_deposit
TXN-595785B66F,ACCT-1032,2026-06-04T20:02:58,599.68,Palmdale Auto Parts,cash_deposit
TXN-8CB13D115A,ACCT-1017,2026-06-04T20:20:58,1729.57,Willow Bend Textiles,ach_transfer
TXN-4AE6A47F64,ACCT-1026,2026-06-04T20:28:16,675.65,Riverside Grocers,wire_transfer
TXN-F760B70FAE,ACCT-1059,2026-06-04T20:30:49,232.91,Harbor View Realty,ach_transfer
TXN-C1EAF5BD3F,ACCT-1014,2026-06-04T20:54:17,361.78,Acme Retail Corp,cash_deposit
TXN-4D65AE523F,ACCT-1025,2026-06-04T20:56:59,360.18,Bright Path Insurance,cash_deposit
TXN-49475AD1A2,ACCT-1047,2026-06-04T21:03:23,987.15,Cedar Point Electronics,ach_transfer
TXN-8BF6B7D21A,ACCT-1012,2026-06-04T21:07:37,1834.44,Greenfield Logistics,card_payment
TXN-D42E7432B0,ACCT-1006,2026-06-04T21:10:13,411.26,Lakeside Medical Supply,cash_withdrawal
TXN-AC2DC94293,ACCT-1049,2026-06-04T21:16:12,1220.86,Falcon Freight Inc,ach_transfer
TXN-718DBE0B81,ACCT-1034,2026-06-04T21:30:31,535.7,Bright Path Insurance,ach_transfer
TXN-B5AF7F09DD,ACCT-1050,2026-06-04T21:47:12,867.51,Cedar Point Electronics,cash_deposit
TXN-11A1B82C0F,ACCT-1054,2026-06-04T21:49:26,200.86,Maple Street Cafe,card_payment
TXN-2222D4EA6C,ACCT-1011,2026-06-04T22:13:40,511.66,Maple Street Cafe,card_payment
TXN-E5A1DEACF9,ACCT-1020,2026-06-04T22:24:56,714.96,Silver Creek Farms,card_payment
TXN-124D6449A4,ACCT-1013,2026-06-04T22:24:56,478.9,Willow Bend Textiles,cash_deposit
TXN-B03073BC69,ACCT-1021,2026-06-04T22:27:14,1091.18,Palmdale Auto Parts,ach_transfer
TXN-36DBE578B2,ACCT-1025,2026-06-04T22:31:03,1585.24,Greenfield Logistics,ach_transfer
TXN-C5F1B68526,ACCT-1031,2026-06-04T23:42:05,688.71,Crestwood Dental Group,card_payment
TXN-B3CBB5FB5B,ACCT-1001,2026-06-05T00:22:59,1035.77,Blue Harbor Supplies,wire_transfer
TXN-76E2E5AEE5,ACCT-1003,2026-06-05T00:34:42,870.19,Greenfield Logistics,card_payment
TXN-98AA6EEC04,ACCT-1023,2026-06-05T00:47:17,1750.21,Blue Harbor Supplies,card_payment
TXN-BFC607DB16,ACCT-1053,2026-06-05T00:52:26,1739.0,Sunrise Bakery,cash_withdrawal
TXN-9FFA195FBA,ACCT-1051,2026-06-05T01:04:54,458.8,Riverside Grocers,card_payment
TXN-E725E7AC21,ACCT-1029,2026-06-05T01:11:38,122.02,Metro Utilities Co,card_payment
TXN-217A5F8D76,ACCT-1006,2026-06-05T01:28:49,485.98,Northgate Pharmacy,card_payment
TXN-847EB5962D,ACCT-1012,2026-06-05T01:32:40,304.18,Sunrise Bakery,cash_withdrawal
TXN-0467802DDA,ACCT-1056,2026-06-05T01:58:11,509.89,Metro Utilities Co,ach_transfer
TXN-FBFE54EA19,ACCT-1051,2026-06-05T02:07:30,317.81,Silver Creek Farms,cash_deposit
TXN-A5961D03B7,ACCT-1027,2026-06-05T02:15:34,1575.34,Acme Retail Corp,card_payment
TXN-70EC421AB8,ACCT-1024,2026-06-05T03:09:00,262.79,Silver Creek Farms,ach_transfer
TXN-E685FB5D82,ACCT-1059,2026-06-05T03:23:38,406.64,Acme Retail Corp,ach_transfer
TXN-D4EAD08B2C,ACCT-1044,2026-06-05T03:47:18,1300.49,Metro Utilities Co,ach_transfer
TXN-E4001B7DC4,ACCT-1050,2026-06-05T03:51:43,897.98,Palmdale Auto Parts,cash_deposit
TXN-D23B771AEB,ACCT-1052,2026-06-05T03:53:29,849.05,Cedar Point Electronics,wire_transfer
TXN-BA8140D622,ACCT-1058,2026-06-05T03:58:43,304.03,Blue Harbor Supplies,cash_deposit
TXN-069FE03D3F,ACCT-1014,2026-06-05T04:01:26,1190.36,Cedar Point Electronics,cash_withdrawal
TXN-45E2BAAEFC,ACCT-1017,2026-06-05T04:10:18,802.39,Greenfield Logistics,card_payment
TXN-F453752E85,ACCT-1025,2026-06-05T04:17:11,119.39,Maple Street Cafe,cash_deposit
TXN-512D1B79ED,ACCT-1040,2026-06-05T04:30:33,730.94,Willow Bend Textiles,ach_transfer
TXN-4F48A4CD67,ACCT-1047,2026-06-05T05:27:53,1677.64,Willow Bend Textiles,ach_transfer
TXN-E3CE2E63B9,ACCT-1005,2026-06-05T05:28:51,203.15,Falcon Freight Inc,cash_deposit
TXN-E2825C0E1C,ACCT-1059,2026-06-05T05:49:09,741.89,Everett Consulting Group,wire_transfer
TXN-BB77D4F524,ACCT-1049,2026-06-05T06:06:19,693.05,Maple Street Cafe,wire_transfer
TXN-626420DA4A,ACCT-1030,2026-06-05T06:10:12,1063.39,Blue Harbor Supplies,cash_deposit
